TypeNS,TypeName,Definition,ContentStyle,SimpleQualifiedType,ParentQualifiedType,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,QualifiedType
biom,ImageOcclusionCategoryCodeType,A data type for a kind of blockage in an image,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageOcclusionCategoryCodeType
biom,ImageOcclusionOpacityCodeSimpleType,A data type for an opacity of a blockage in an image,S,biom:ImageOcclusionOpacityCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageOcclusionOpacityCodeSimpleType
biom,ImageOcclusionOpacityCodeType,A data type for an opacity of a blockage in an image,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageOcclusionOpacityCodeType
biom,ImageOrientationCodeSimpleType,A data type for an image orientation,S,biom:ImageOrientationCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageOrientationCodeSimpleType
cbrncl,ImageOrientationCodeSimpleType,"A data type that defines the code values for the orientation of an image; i.e., portrait or landscape.",S,cbrncl:ImageOrientationCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:ImageOrientationCodeSimpleType
biom,ImageOrientationCodeType,A data type for an image orientation,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageOrientationCodeType
cbrncl,ImageOrientationCodeType,"A data type for the orientation of an image; i.e., portrait or landscape.",CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:ImageOrientationCodeType
cbrncl,ImagePerspectiveCodeSimpleType,A data type that defines the code Values for the viewing perspectives for image multimedia data.,S,cbrncl:ImagePerspectiveCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:ImagePerspectiveCodeSimpleType
cbrncl,ImagePerspectiveCodeType,A data type for the viewing perspectives for image multimedia data.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:ImagePerspectiveCodeType
core_misc,ImagePoseCodeSimpleType,A data type for angles of an entitys pose in a photograph.,S,core_misc:ImagePoseCodeType,,FALSE,FALSE,FALSE,,,,core_misc:ImagePoseCodeSimpleType
core_misc,ImagePoseCodeType,A data type for angles of an entitys pose in a photograph.,CSC,,,FALSE,FALSE,FALSE,,,,core_misc:ImagePoseCodeType
biom,ImageQualityType,A data type for a set of properties relating to image quality,CCC,,,FALSE,FALSE,FALSE,,,,biom:ImageQualityType
biom,ImageScanCategoryCodeSimpleType,A data type for a kind of image scan,S,biom:ImageScanCategoryCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageScanCategoryCodeSimpleType
biom,ImageScanCategoryCodeType,A data type for a kind of image scan,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageScanCategoryCodeType
biom,ImageSegmentType,A data type for a portion of an image,CCC,,,FALSE,FALSE,FALSE,,,,biom:ImageSegmentType
biom,ImageTransformationCodeSimpleType,A data type for a kind of image transformation,S,biom:ImageTransformationCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageTransformationCodeSimpleType
biom,ImageTransformationCodeType,A data type for a kind of image transformation,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageTransformationCodeType
biom,ImageType,A data type for a biometric image,CCC,,nc:ImageType,FALSE,FALSE,FALSE,,,,biom:ImageType
nc,ImageType,A data type for a picture or visual representation of something.,CCC,,nc:BinaryType,FALSE,FALSE,FALSE,,,,nc:ImageType
im,ImmigrantRoleType,A data type for the role of Immigrant that is played by a Person with respect to a Country,CCC,,im:AlienRoleType,FALSE,FALSE,FALSE,,,,im:ImmigrantRoleType
im,ImmigrationBenefitApplicationType,A data type for the type of immigration benefit being requested,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitApplicationType
im,ImmigrationBenefitChangeOfNonImmigrantStatusType,A data type for the immigration application data requesting change of non-immigrant status.,CCC,,im:ImmigrationBenefitApplicationType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitChangeOfNonImmigrantStatusType
im,ImmigrationBenefitChangeOfStatusEligibilityType,A data type for a Change of Status Eligibility.,CCC,,im:ImmigrationBenefitExtendChangeStatusEligibilityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitChangeOfStatusEligibilityType
im,ImmigrationBenefitDeclarationType,A data type for the declarations made by an applicant when applying for an immigration benefit,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitDeclarationType
im,ImmigrationBenefitDisabilityAccommodationType,A data type for a beneficiary's disability accommodation request for upcoming interviews with immigration.,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitDisabilityAccommodationType
im,ImmigrationBenefitEligibilityPrincipalAlienType,A data type for a Principal Alien Eligibility.,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitEligibilityPrincipalAlienType
im,ImmigrationBenefitEligibilityType,A data type for the information used to determine the eligibility for an immigration benefit,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitEligibilityType
im,ImmigrationBenefitEvidenceType,A data type for the evidence provided in support of an immigration benefit request.,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitEvidenceType
im,ImmigrationBenefitExtendChangeStatusEligibilityType,A data type for the eligibility of an applicant attempting to extend or change status or reinstate student status.,CCC,,im:ImmigrationBenefitEligibilityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitExtendChangeStatusEligibilityType
im,ImmigrationBenefitExtensionOfStayEligibilityType,A data type for an Extension of Stay Eligibility.,CCC,,im:ImmigrationBenefitExtendChangeStatusEligibilityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitExtensionOfStayEligibilityType
im,ImmigrationBenefitExtensionOfStayType,A data type for an immigration application type containing the request  to extend the stay in the country.,CCC,,im:ImmigrationBenefitApplicationType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitExtensionOfStayType
im,ImmigrationBenefitMisconductDeclarationType,A data type for the declarations of misconduct made by an applicant when applying for an immigration benefit,CCC,,im:ImmigrationBenefitDeclarationType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitMisconductDeclarationType
im,ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,A data type for a Reinstatement of Student Eligibility.,CCC,,im:ImmigrationBenefitExtendChangeStatusEligibilityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityType
im,ImmigrationBenefitReinstatementOfStudentStatusType,A data type for the immigration application type requesting reinstatement of student status to extend attending to college or technical school.,CCC,,im:ImmigrationBenefitApplicationType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitReinstatementOfStudentStatusType
im,ImmigrationBenefitRepresentativeType,A data type for the representatives of an applicant for an immigration benefit.,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitRepresentativeType
im,ImmigrationBenefitRequestType,A data type for the request of an immigration benefit,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitRequestType
im,ImmigrationBenefitSignatureType,A data type for the signatures associated with an immigration benefit request,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitSignatureType
im,ImmigrationClassOfAdmissionCategoryCodeSimpleType,A data type for Immigrant Class of Admission (COA) Codes,S,im:ImmigrationClassOfAdmissionCategoryCodeType,,FALSE,FALSE,FALSE,,,,im:ImmigrationClassOfAdmissionCategoryCodeSimpleType
im,ImmigrationClassOfAdmissionCategoryCodeType,A data type for Immigrant Class of Admission (COA) Codes,CSC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationClassOfAdmissionCategoryCodeType
im,ImmigrationDeportationType,A data type that indicates if the Alien has been deported from the Country.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:ImmigrationDeportationType
im,ImmigrationDetentionType,A data type for the official retainer of an alien by United States immigration officials.,CCC,,j:BookingType,FALSE,FALSE,FALSE,,,,im:ImmigrationDetentionType
im,ImmigrationDocumentSubmitterType,A data type for additional information about the person submitting the immigration documents.,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationDocumentSubmitterType
scr,ImmigrationStatusType,A data type that supplements screening information for nc:StatusType,CCC,,nc:StatusType,FALSE,FALSE,FALSE,,,,scr:ImmigrationStatusType
mmucc,ImpactAreaCodeSimpleType,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",S,mmucc:ImpactAreaCodeType,,FALSE,FALSE,FALSE,,,,mmucc:ImpactAreaCodeSimpleType
mmucc,ImpactAreaCodeType,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",CSC,,,FALSE,FALSE,FALSE,,,,mmucc:ImpactAreaCodeType
it,ImporterType,A data type providing the name [and address] of party who makes-or on whose behalf a Customs clearing agent or other authorized person makes- an import declaration. This may include a person who has possession of the goods or to whom the goods are consi,CCC,,,FALSE,FALSE,FALSE,,,,it:ImporterType
biom,ImpressionCaptureCategoryCodeSimpleType,A data type for a kind of impression capture by which an image was obtained,S,biom:ImpressionCaptureCategoryCodeType,,FALSE,FALSE,FALSE,,,,biom:ImpressionCaptureCategoryCodeSimpleType
biom,ImpressionCaptureCategoryCodeType,A data type for a kind of impression capture by which an image was obtained,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImpressionCaptureCategoryCodeType
ncic,IMTCodeSimpleType,A data type for Image Type.,S,ncic:IMTCodeType,,FALSE,FALSE,FALSE,,,,ncic:IMTCodeSimpleType
ncic,IMTCodeType,A data type for Image Type.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:IMTCodeType
j,IncarcerationType,A data type for a confinement of a subject as sentenced by a court.,CCC,,nc:SupervisionType,FALSE,FALSE,FALSE,,,,j:IncarcerationType
j,IncidentArrestAssociationType,A data type for a relationship between an incident and an arrest.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:IncidentArrestAssociationType
j,IncidentAugmentationType,A data type for additional information about an incident.,CCC,,,FALSE,FALSE,TRUE,,,,j:IncidentAugmentationType
ucr,IncidentBiasMotivationCodeSimpleType,A data type for bias motivations for an incident.,S,ucr:IncidentBiasMotivationCodeType,,FALSE,FALSE,FALSE,,,,ucr:IncidentBiasMotivationCodeSimpleType
ucr,IncidentBiasMotivationCodeType,A data type for bias motivations for an incident.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:IncidentBiasMotivationCodeType
apco,IncidentCategoryCodeSimpleType,A data type for incident codes.,S,apco:IncidentCategoryCodeType,,FALSE,FALSE,FALSE,,,,apco:IncidentCategoryCodeSimpleType
apco,IncidentCategoryCodeType,A data type for incident codes.,CSC,,,FALSE,FALSE,FALSE,,,,apco:IncidentCategoryCodeType
ucr,IncidentExceptionalClearanceCodeSimpleType,A data type for ways in which an incident may be cleared exceptionally.,S,ucr:IncidentExceptionalClearanceCodeType,,FALSE,FALSE,FALSE,,,,ucr:IncidentExceptionalClearanceCodeSimpleType
ucr,IncidentExceptionalClearanceCodeType,A data type for ways in which an incident may be cleared exceptionally.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:IncidentExceptionalClearanceCodeType
ucr,IncidentFactorCodeSimpleType,A data type for factors that may have been involved in or contributed to a subject committing an offense.,S,ucr:IncidentFactorCodeType,,FALSE,FALSE,FALSE,,,,ucr:IncidentFactorCodeSimpleType
ucr,IncidentFactorCodeType,A data type for factors that may have been involved in or contributed to a subject committing an offense.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:IncidentFactorCodeType
j,IncidentFactorType,A data type for a factor involved that has an effect on an incident.,CCC,,,FALSE,FALSE,FALSE,,,,j:IncidentFactorType
j,IncidentFormType,A data type for an electronic or paper form to be completed for an incident.,CCC,,,FALSE,FALSE,FALSE,,,,j:IncidentFormType
scr,IncidentLeadAssociationType,A data type for a relationship between INCIDENT and LEAD,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,scr:IncidentLeadAssociationType
j,IncidentLevelDisseminationCodeSimpleType,A data type for a sensitivity level of an incident.,S,j:IncidentLevelDisseminationCodeType,,FALSE,FALSE,FALSE,,,,j:IncidentLevelDisseminationCodeSimpleType
j,IncidentLevelDisseminationCodeType,A data type for a sensitivity level of an incident.,CSC,,,FALSE,FALSE,FALSE,,,,j:IncidentLevelDisseminationCodeType
j,IncidentLocationAssociationType,A data type for a relationship between an incident and where it occurred.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:IncidentLocationAssociationType
scr,IncidentPersonEncounterAssociationType,A data type for a relationship between INCIDENT and PERSON ENCOUNTER REL,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,scr:IncidentPersonEncounterAssociationType
j,IncidentServiceCallAssociationType,A data type for a relationship between an incident and a service call.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:IncidentServiceCallAssociationType
ndex,IncidentStatusCodeSimpleType,A data type for a code that identifies the current disposition of the incident.,S,ndex:IncidentStatusCodeType,,FALSE,FALSE,FALSE,,,,ndex:IncidentStatusCodeSimpleType
ndex,IncidentStatusCodeType,A data type for a code that identifies the current disposition of the incident.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:IncidentStatusCodeType
nc,IncidentType,A data type for an occurrence or an event that may require a response.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,nc:IncidentType
j,IncomeSourceAssociationType,A data type for a relationship between an entity (person or organization) that receives income and an entity from which income is derived.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:IncomeSourceAssociationType
ndex,IndianNationCodeSimpleType,A data type for a code that identifies an American Indian nation.,S,ndex:IndianNationCodeType,,FALSE,FALSE,FALSE,,,,ndex:IndianNationCodeSimpleType
ndex,IndianNationCodeType,A data type for a code that identifies an American Indian nation.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:IndianNationCodeType
im,IndicatorDescriptionPairType,"A data type for when a complex question is asked with multiple parts, it allows to first of all specify if the question needed to be answered, if True/Yes, False/No was answered and it carries the whole text of the question.",CCC,,,FALSE,FALSE,FALSE,,,,im:IndicatorDescriptionPairType
cyfs,InformalDispositionCategoryCodeSimpleType,A data type for a kind of informal disposition.,S,cyfs:InformalDispositionCategoryCodeType,,FALSE,FALSE,FALSE,,,,cyfs:InformalDispositionCategoryCodeSimpleType
cyfs,InformalDispositionCategoryCodeType,A data type for a kind of informal disposition.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:InformalDispositionCategoryCodeType
mmucc,InformationSourceCategoryCodeSimpleType,A data type for an affiliation of the person completing the crash report such as Source of Information,S,mmucc:InformationSourceCategoryCodeType,,FALSE,FALSE,FALSE,,,,mmucc:InformationSourceCategoryCodeSimpleType
mmucc,InformationSourceCategoryCodeType,A data type for an affiliation of the person completing the crash report such as Source of Information,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:InformationSourceCategoryCodeType
mmucc,InjuredTransportationSourceCodeSimpleType,A data type for a kind of transport to the medical facility receiving the patient.,S,mmucc:InjuredTransportationSourceCodeType,,FALSE,FALSE,FALSE,,,,mmucc:InjuredTransportationSourceCodeSimpleType
mmucc,InjuredTransportationSourceCodeType,A data type for a kind of transport to the medical facility receiving the patient.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:InjuredTransportationSourceCodeType
ndex,InjuryCategoryCodeSimpleType,"A data type for a code that identifies the type of bodily injury suffered by a person who was the victim of the incident.  Includes all NIBRS Codes, plus additional codes.",S,ndex:InjuryCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:InjuryCategoryCodeSimpleType
ucr,InjuryCategoryCodeSimpleType,A data type for a general category of harm or injury.,S,ucr:InjuryCategoryCodeType,,FALSE,FALSE,FALSE,,,,ucr:InjuryCategoryCodeSimpleType
ndex,InjuryCategoryCodeType,"A data type for a code that identifies the type of bodily injury suffered by a person who was the victim of the incident.  Includes all NIBRS Codes, plus additional codes.",CSC,,,FALSE,FALSE,FALSE,,,,ndex:InjuryCategoryCodeType
ucr,InjuryCategoryCodeType,A data type for a general category of harm or injury.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:InjuryCategoryCodeType
ndex,InjuryLocationCodeSimpleType,A data type for a code that identifies the body location of a victim's injury.,S,ndex:InjuryLocationCodeType,,FALSE,FALSE,FALSE,,,,ndex:InjuryLocationCodeSimpleType
ndex,InjuryLocationCodeType,A data type for a code that identifies the body location of a victim's injury.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:InjuryLocationCodeType
nc,InjuryType,A data type for a form of harm or damage sustained by a person.,CCC,,,FALSE,FALSE,FALSE,,,,nc:InjuryType
cbrn,InspectionDataType,A data type for information regarding an inspection of an item of interest.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:InspectionDataType
cbrncl,InspectionResolutionCodeSimpleType,A data type for the code values for Inspection Resolution Code,S,cbrncl:InspectionResolutionCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:InspectionResolutionCodeSimpleType
