PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
nc,DocumentEffectiveDate,nc:DateType,"A date in which the content or action becomes enforceable, active, or effective.",,TRUE,FALSE,,,,nc:DocumentEffectiveDate
nc,DocumentEntrySubmitter,nc:PersonType,A person who contributed an entry in a document.,,TRUE,FALSE,,,,nc:DocumentEntrySubmitter
nc,DocumentExpirationDate,nc:DateType,A date after which the document is no longer valid. It may indicate a document should be removed from a registry or index.,,TRUE,FALSE,,,,nc:DocumentExpirationDate
nc,DocumentFileControlID,niem-xs:string,An identifier assigned to a document to locate it within a file control system.,,TRUE,FALSE,"file control number, NIC number (issued by NCIC as a tracking number for records entered into their system), transaction control number, TCN, system identification number, system control number, SCN Number",,"This number may be used within a manual, paper, electronic, or database system to identify a specific 'document'.  The document may be a physical document, a record in a database, or an electronic records system.",nc:DocumentFileControlID
nc,DocumentFiledDate,nc:DateType,A date a document was officially filed with an organization or agency.,,TRUE,FALSE,,,,nc:DocumentFiledDate
nc,DocumentFileExtensionText,nc:TextType,A file extension of an electronic document.,,TRUE,FALSE,,,,nc:DocumentFileExtensionText
nc,DocumentFileName,nc:TextType,A file name of an electronic document.,,TRUE,FALSE,,,,nc:DocumentFileName
nc,DocumentFormatCategoryText,nc:TextType,A kind of classification system used to define the specific format of a binary object or file.,,TRUE,FALSE,,,,nc:DocumentFormatCategoryText
nc,DocumentFormatText,nc:TextType,"A file format, content type (e.g., a MIME type), or physical format of a document.",,TRUE,FALSE,,,,nc:DocumentFormatText
it,DocumentFreeText,nc:TextType,A free text field available to the message sender for information.,,TRUE,FALSE,,,,it:DocumentFreeText
it,DocumentFunctionCategoryDescriptionText,nc:TextType,A textual description of the function of the document that is presented to the Customs.,,TRUE,FALSE,,,,it:DocumentFunctionCategoryDescriptionText
it,DocumentFunctionText,nc:TextType,A function of a document.,,TRUE,FALSE,,,,it:DocumentFunctionText
nc,DocumentGroupID,niem-xs:string,An identifier of a group to which a document belongs.,,TRUE,FALSE,,,,nc:DocumentGroupID
nc,DocumentIdentification,nc:IdentificationType,An identification that references a document.,,TRUE,FALSE,,,,nc:DocumentIdentification
nc,DocumentInformationCutOffDate,nc:DateType,A date after which contributions to the content of a document will no longer be accepted.,,TRUE,FALSE,"information cut-off date, ICOD",,,nc:DocumentInformationCutOffDate
nc,DocumentIntelligenceCategory,,A data concept for a nature or genre of the resource.,,TRUE,TRUE,,,,nc:DocumentIntelligenceCategory
nc,DocumentIntelligenceCategoryCode,dod_jcs-pub2.0:DocumentIntelligenceCategoryCodeType,A nature or genre of the resource.,nc:DocumentIntelligenceCategory,TRUE,FALSE,,"HUMINT, IMINT",,nc:DocumentIntelligenceCategoryCode
nc,DocumentIssuanceDate,nc:DateType,A date a document was issued.,,TRUE,FALSE,,,,nc:DocumentIssuanceDate
nc,DocumentIssuanceLocation,nc:LocationType,A location from which a document was issued.,,TRUE,FALSE,,,,nc:DocumentIssuanceLocation
nc,DocumentIssueDate,nc:DateType,"A date at which a document was issued and when appropriate, signed or otherwise authenticated.",,TRUE,FALSE,,,,nc:DocumentIssueDate
it,DocumentIssueLocationIdentification,nc:IdentificationType,"An identification of a place at which an additional document was issued and when appropriate, signed or otherwise authenticated.",,TRUE,FALSE,,,,it:DocumentIssueLocationIdentification
im,DocumentIssuingAuthorityIndicator,niem-xs:boolean,True if a country has the authority to issue documents (e.g. passports); false otherwise.,,TRUE,FALSE,,,,im:DocumentIssuingAuthorityIndicator
j,DocumentJudicialOfficialAssociation,j:DocumentJudicialOfficialAssociationType,An association between a document and a judicial official.,,TRUE,FALSE,,,,j:DocumentJudicialOfficialAssociation
j,DocumentJudicialOfficialAssociationAugmentationPoint,,An augmentation point for DocumentJudicialOfficialAssociationType.,,TRUE,TRUE,,,,j:DocumentJudicialOfficialAssociationAugmentationPoint
j,DocumentJurisdictionAssociation,j:DocumentJurisdictionAssociationType,An association between a document and a jurisdiction.,,TRUE,FALSE,,,,j:DocumentJurisdictionAssociation
j,DocumentJurisdictionAssociationAugmentationPoint,,An augmentation point for DocumentJurisdictionAssociationType.,,TRUE,TRUE,,,,j:DocumentJurisdictionAssociationAugmentationPoint
nc,DocumentKeywordText,nc:TextType,A significant word or phrase that describes the overall content of a document or its main topic.,,TRUE,FALSE,"catchword, keyword, key word",,,nc:DocumentKeywordText
nc,DocumentLanguage,,A data concept for the language of the content of the resource.,,TRUE,TRUE,,,,nc:DocumentLanguage
nc,DocumentLanguageCode,iso_639-3:LanguageCodeType,A language of the content of the resource.,nc:DocumentLanguage,TRUE,FALSE,,,,nc:DocumentLanguageCode
nc,DocumentLastModifiedDate,nc:DateType,A date a document was last changed.,,TRUE,FALSE,,,,nc:DocumentLastModifiedDate
nc,DocumentLocation,nc:LocationType,A location of a physical document.,,TRUE,FALSE,,,,nc:DocumentLocation
j,DocumentLocationAssociation,j:DocumentLocationAssociationType,An association between a document and a location.,,TRUE,FALSE,,,,j:DocumentLocationAssociation
j,DocumentLocationAssociationAugmentationPoint,,An augmentation point for DocumentLocationAssociationType.,,TRUE,TRUE,,,,j:DocumentLocationAssociationAugmentationPoint
nc,DocumentLocationURI,niem-xs:anyURI,A location of an electronic representation of a document.,,TRUE,FALSE,,,,nc:DocumentLocationURI
nc,DocumentManagementCyclePeriodText,nc:TextType,A review or update cycle period for a document.,,TRUE,FALSE,,,,nc:DocumentManagementCyclePeriodText
nc,DocumentMediaCategoryText,nc:TextType,A kind of class that describes the media format of a document.,,TRUE,FALSE,,,,nc:DocumentMediaCategoryText
nc,DocumentMediumText,nc:TextType,A material or physical carrier for storing a document.,,TRUE,FALSE,,,,nc:DocumentMediumText
it,DocumentMessageFunctionCategory,it:WCODocumentFunctionCategoryType,A code indicating the function of a document.,,TRUE,FALSE,,,,it:DocumentMessageFunctionCategory
it,DocumentNameCategoryDescriptionText,nc:TextType,A textual description of the category name of a document.,,TRUE,FALSE,,,,it:DocumentNameCategoryDescriptionText
it,DocumentNameCategoryText,nc:TextType,A kind of or category name of a document.,,TRUE,FALSE,,,,it:DocumentNameCategoryText
scr,DocumentOrganizationAssociation,scr:DocumentOrganizationAssociationType,An association between an ORGANIZATION and a DOCUMENT.,,TRUE,FALSE,,,,scr:DocumentOrganizationAssociation
scr,DocumentOrganizationAssociationAugmentationPoint,,An augmentation point for DocumentOrganizationAssociationType.,,TRUE,TRUE,,,,scr:DocumentOrganizationAssociationAugmentationPoint
nc,DocumentOtherRecipient,nc:EntityType,A name of additional addressees.,,TRUE,FALSE,,,,nc:DocumentOtherRecipient
nc,DocumentPermanentRecordIndicator,niem-xs:boolean,True if a document is to be kept as a permanent record; false otherwise.,,TRUE,FALSE,,,,nc:DocumentPermanentRecordIndicator
nc,DocumentPostDate,nc:DateType,A date a document is entered or posted to an information system or network; used when the date of posting is different from the date on which a document was officially filed.,,TRUE,FALSE,,,,nc:DocumentPostDate
nc,DocumentPrivacyActIndicator,niem-xs:boolean,True if a document is categorized as containing personal information subject to protection by the Privacy Act; false otherwise.,,TRUE,FALSE,,,,nc:DocumentPrivacyActIndicator
nc,DocumentPublicationDate,nc:DateType,A date of the first public dissemination of the content in any media.,,TRUE,FALSE,,,,nc:DocumentPublicationDate
nc,DocumentReceivedDate,nc:DateType,A date a transmitted document was received.,,TRUE,FALSE,,,,nc:DocumentReceivedDate
nc,DocumentRecipient,nc:EntityType,An entity that is a target or intended recipient of a document.,,TRUE,FALSE,,,,nc:DocumentRecipient
nc,DocumentRelatedResourceText,nc:TextType,A reference to another document or resource related to the document.,,TRUE,FALSE,,,,nc:DocumentRelatedResourceText
nc,DocumentRelationText,nc:TextType,A relationship between documents.,,TRUE,FALSE,,,,nc:DocumentRelationText
nc,DocumentRightsText,nc:TextType,"A right held in and over the resource. Rights are the constraints applied to assure the protection of privacy or intellectual property, and any special restrictions, limitations or warning on using a shared resource.",,TRUE,FALSE,,,,nc:DocumentRightsText
nc,DocumentSensitivity,,"A data concept for a characterization of the sensitivity, security, or privacy level of a document.",,TRUE,TRUE,,,,nc:DocumentSensitivity
nc,DocumentSensitivityText,nc:TextType,"A characterization of the sensitivity, security, or privacy level of a document.",nc:DocumentSensitivity,TRUE,FALSE,,,,nc:DocumentSensitivityText
nc,DocumentSequenceID,niem-xs:string,An identifier that determines the document order in a set of related documents.,,TRUE,FALSE,,,,nc:DocumentSequenceID
nc,DocumentSoftwareName,nc:SoftwareNameType,A name of a computer application used to process a document.,,TRUE,FALSE,,,,nc:DocumentSoftwareName
nc,DocumentSource,nc:EntityType,An entity that was the source of a document.,,TRUE,FALSE,,,,nc:DocumentSource
nc,DocumentSourceText,nc:TextType,A source from which the content of a document is derived.,,TRUE,FALSE,,,,nc:DocumentSourceText
nc,DocumentStatus,nc:StatusType,A status of a document.,,TRUE,FALSE,,,,nc:DocumentStatus
scr,DocumentStatusAugmentationPoint,,An augmentation point for DocumentStatusType.,,TRUE,TRUE,,,,scr:DocumentStatusAugmentationPoint
nc,DocumentStatusCategory,,A data concept for a kind of status of a document.,,TRUE,TRUE,,,,nc:DocumentStatusCategory
scr,DocumentStatusCategoryCode,scr:DocumentStatusCategoryCodeType,A kind of status of a document.,nc:DocumentStatusCategory,TRUE,FALSE,,,,scr:DocumentStatusCategoryCode
scr,DocumentStatusDate,nc:DateType,A last date the document status was updated.,,TRUE,FALSE,,,,scr:DocumentStatusDate
nc,DocumentStatusDescriptionText,nc:TextType,A description of the document status.,,TRUE,FALSE,,,,nc:DocumentStatusDescriptionText
nc,DocumentStatusDetails,nc:DocumentStatusDetailsType,A classification of status of a document.,,TRUE,FALSE,,,,nc:DocumentStatusDetails
nc,DocumentStatusDetailsAugmentationPoint,,An augmentation point for DocumentStatusClassificationType.,,TRUE,TRUE,,,,nc:DocumentStatusDetailsAugmentationPoint
scr,DocumentStatusID,niem-xs:string,An identifier that represents a DOCUMENT STATUS.,,TRUE,FALSE,,,,scr:DocumentStatusID
nc,DocumentSubject,,A data concept for a subject code systems used and the appropriate subject code assigned to the document.,,TRUE,TRUE,,,,nc:DocumentSubject
nc,DocumentSubjectText,nc:TextType,A main topic of a document.,nc:DocumentSubject,TRUE,FALSE,,,,nc:DocumentSubjectText
nc,DocumentSubmissionAmount,nc:AmountType,A fee or price required to submit a document.,,TRUE,FALSE,,,,nc:DocumentSubmissionAmount
im,DocumentSubmittedDate,nc:DateType,A date the Immigration Document was submitted,,TRUE,FALSE,,,,im:DocumentSubmittedDate
nc,DocumentSubmitter,nc:EntityType,An entity responsible for making the resource available.,,TRUE,FALSE,,,,nc:DocumentSubmitter
nc,DocumentSummaryText,nc:TextType,"A short description of the subject, content, and key points of a document.",,TRUE,FALSE,,,,nc:DocumentSummaryText
nc,DocumentSupplementalMarkingText,nc:TextType,A marking made on a document that is not part of the original content and that was added after a document was finalized.,,TRUE,FALSE,,,,nc:DocumentSupplementalMarkingText
nc,DocumentTitleText,nc:TextType,A name given to a document.,,TRUE,FALSE,,,,nc:DocumentTitleText
nc,DocumentVitalIndicator,niem-xs:boolean,True if a document is categorized as a vital record by the originating agency; false otherwise.,,TRUE,FALSE,,,"A vital record is that information that is needed to restore an enterprise to full operation following a catastrophe, or for records essential to protect the legal and financial rights of the government or the individual directly affected by its activities.",nc:DocumentVitalIndicator
j,DomesticViolenceAssessment,j:DomesticViolenceAssessmentType,"A tool designed to help assess safety, risk, strengths and needs of a subject involved in offenses/groups of offenses that involve domestic violence.",,TRUE,FALSE,,,,j:DomesticViolenceAssessment
j,DomesticViolenceAssessmentAugmentationPoint,,An augmentation point for DomesticViolenceAssessmentType.,,TRUE,TRUE,,,,j:DomesticViolenceAssessmentAugmentationPoint
j,DomesticViolenceChildImpact,,A data concept for an impact of domestic violence upon children.,,TRUE,TRUE,,,,j:DomesticViolenceChildImpact
j,DomesticViolenceChildImpactCode,ndex:DomesticViolenceChildImpactCodeType,An impact of domestic violence upon children.,j:DomesticViolenceChildImpact,TRUE,FALSE,,,,j:DomesticViolenceChildImpactCode
j,DomesticViolenceChildImpactText,nc:TextType,An  impact of domestic violence upon children.,,TRUE,FALSE,,,,j:DomesticViolenceChildImpactText
j,DomesticViolenceHistoryText,nc:TextType,A description of the domestic violence history of a person.,,TRUE,FALSE,,,,j:DomesticViolenceHistoryText
j,DomesticViolenceLevel,,A data concept for a level of domestic violence involved.,,TRUE,TRUE,,,,j:DomesticViolenceLevel
j,DomesticViolenceLevelCode,ndex:DomesticViolenceLevelCodeType,A level of domestic violence involved.,j:DomesticViolenceLevel,TRUE,FALSE,,,,j:DomesticViolenceLevelCode
j,DomesticViolenceLevelText,nc:TextType,A level of domestic violence involved.,,TRUE,FALSE,,,,j:DomesticViolenceLevelText
j,DomesticViolencePatternIndication,,A data concept for an indication of a subject's pattern of domestic violence.,,TRUE,TRUE,,,,j:DomesticViolencePatternIndication
j,DomesticViolencePatternIndicationCode,ndex:DomesticViolencePatternIndicationCodeType,An indication of a subject's pattern of domestic violence.,j:DomesticViolencePatternIndication,TRUE,FALSE,,,,j:DomesticViolencePatternIndicationCode
j,DomesticViolencePatternIndicationText,nc:TextType,An indication of a subject's pattern of domestic violence.,,TRUE,FALSE,,,,j:DomesticViolencePatternIndicationText
j,DomesticViolenceSocialHistory,,A data concept for a factor contributing to subject's domestic violence history.,,TRUE,TRUE,,,,j:DomesticViolenceSocialHistory
j,DomesticViolenceSocialHistoryCode,ndex:DomesticViolenceSocialHistoryCodeType,A factor contributing to subject's domestic violence history.,j:DomesticViolenceSocialHistory,TRUE,FALSE,,,,j:DomesticViolenceSocialHistoryCode
j,DomesticViolenceSocialHistoryText,nc:TextType,A factor contributing to subject's domestic violence history.,,TRUE,FALSE,,,,j:DomesticViolenceSocialHistoryText
j,DomesticViolenceSubjectAttitude,,A data concept for a subject's attitude toward his or her domestic violence actions.,,TRUE,TRUE,,,,j:DomesticViolenceSubjectAttitude
j,DomesticViolenceSubjectAttitudeCode,ndex:SubjectAttitudeCodeType,A subject's attitude toward his or her domestic violence actions.,j:DomesticViolenceSubjectAttitude,TRUE,FALSE,,,,j:DomesticViolenceSubjectAttitudeCode
j,DomesticViolenceSubjectAttitudeText,nc:TextType,A subject's attitude toward his or her domestic violence actions.,,TRUE,FALSE,,,,j:DomesticViolenceSubjectAttitudeText
j,DomesticViolenceVictimPerception,,A data concept for a victim's perception of a subject or actions of a subject.,,TRUE,TRUE,,,,j:DomesticViolenceVictimPerception
j,DomesticViolenceVictimPerceptionCode,ndex:VictimPerceptionCodeType,A victim's perception of a subject or actions of a subject.,j:DomesticViolenceVictimPerception,TRUE,FALSE,,,,j:DomesticViolenceVictimPerceptionCode
